businessCategory,carLicense,cn                                           ,departmentNumber,description,destinationIndicator,displayName                             ,distinguishedName                                                                                         ,employeeNumber,employeeType,facsimileTelephoneNumber,givenName           ,homePhone ,homePostalAddress,initials,internationaliSDNNumber,l       ,mail                                             ,manager                                                                                      ,mobile           ,o,ou,pager,physicalDeliveryOfficeName,postOfficeBox   ,postalAddress,postalCode,preferredDeliveryMethod,preferredLanguage,registeredAddress,roomNumber,secretary,seeAlso,sn                 ,st                           ,street                      ,telephoneNumber   ,teletexTerminalIdentifier,telexNumber,title                                     ,uid,objectClass         ,memberOf                                                                                              ,objectSid                                      ,objectguid                            ,sAMAccountName      ,primaryGroupID,primaryGroupDN,accountFlags          ,department                                  ,msNPCallingStationID,msRADIUSFramedRoute,msNPAllowDialin,msRADIUSCallbackNumber,msRADIUSFramedIPAddress,mailNickname,homeMDB,msExchHideFromAddressLists,msRTCSIP-UserEnabled,SipAddress,RegistrarPool,LyncPinSet,LyncPinLockedOut,pwdLastSet        ,msDS-PrincipalName             ,userPrincipalName                                ,company                       ,accountExpires          ,c ,co         ,ProxyAddresses                                                                                                                       ,streetAddress               ,name
                ,          ,Randi Bjerkan                                ,                ,           ,                    ,Randi Bjerkan                           ,"CN=Randi Bjerkan,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,              ,            ,'+41 21 621 63 58       ,Randi               ,          ,                 ,        ,                       ,Lausanne,randi.bjerkan@olimpico.biz                       ,                                                                                             ,'+41 75 433 26 99, ,  ,     ,                          ,                ,             ,1001      ,                       ,en-GB            ,                 ,          ,         ,       ,Bjerkan            ,                             ,                            ,'+41 21 621 61 93 ,                         ,           ,Senior Project Manager                    ,   ,top                 ,"CN=Allowed RODC Password Replication Group,CN=Users,DC=iocdwtest2,DC=olimpico,DC=biz"                ,S-1-5-21-3815044014-1894519165-1751113256-1695 ,{2ce55c2a-1854-4e9a-99a9-81bd36a39cd4},crbn                ,513           ,              ,Normal User Account   ,Technology and Information                  ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131849497915369798,IOCDWTEST2\crbn                ,randi.bjerkan@olimpico.biz                       ,Comité International Olympique,never                   ,  ,           ,x500:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=845a47dc04364b59925780e46fefdbf5-Randi Bjerk,Route de Vidy 9             ,Randi Bjerkan
                ,          ,Randi Bjerkan                                ,                ,           ,                    ,Randi Bjerkan                           ,"CN=Randi Bjerkan,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,              ,            ,'+41 21 621 63 58       ,Randi               ,          ,                 ,        ,                       ,Lausanne,randi.bjerkan@olimpico.biz                       ,                                                                                             ,'+41 75 433 26 99, ,  ,     ,                          ,                ,             ,1001      ,                       ,en-GB            ,                 ,          ,         ,       ,Bjerkan            ,                             ,                            ,'+41 21 621 61 93 ,                         ,           ,Senior Project Manager                    ,   ,top                 ,"CN=G-Technology and Information,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"           ,S-1-5-21-3815044014-1894519165-1751113256-1695 ,{2ce55c2a-1854-4e9a-99a9-81bd36a39cd4},crbn                ,513           ,              ,Normal User Account   ,Technology and Information                  ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131849497915369798,IOCDWTEST2\crbn                ,randi.bjerkan@olimpico.biz                       ,Comité International Olympique,never                   ,  ,           ,SMTP:randi.bjerkan@olimpico.biz                                                                                                      ,Route de Vidy 9             ,Randi Bjerkan
                ,          ,Randi Bjerkan                                ,                ,           ,                    ,Randi Bjerkan                           ,"CN=Randi Bjerkan,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,              ,            ,'+41 21 621 63 58       ,Randi               ,          ,                 ,        ,                       ,Lausanne,randi.bjerkan@olimpico.biz                       ,                                                                                             ,'+41 75 433 26 99, ,  ,     ,                          ,                ,             ,1001      ,                       ,en-GB            ,                 ,          ,         ,       ,Bjerkan            ,                             ,                            ,'+41 21 621 61 93 ,                         ,           ,Senior Project Manager                    ,   ,top                 ,"CN=G-Technology and Information,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"           ,S-1-5-21-3815044014-1894519165-1751113256-1695 ,{2ce55c2a-1854-4e9a-99a9-81bd36a39cd4},crbn                ,513           ,              ,Normal User Account   ,Technology and Information                  ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131849497915369798,IOCDWTEST2\crbn                ,randi.bjerkan@olimpico.biz                       ,Comité International Olympique,never                   ,  ,           ,X500:/o=cio/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=Randi Bjerkan47e                                     ,Route de Vidy 9             ,Randi Bjerkan
                ,          ,cristianoxx.ronaldoxx                        ,                ,           ,                    ,CristianoXX RONALDOXX                   ,"CN=cristianoxx.ronaldoxx,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                        ,              ,            ,                        ,CristianoXX         ,          ,                 ,        ,                       ,        ,cristianoxx.ronaldoxx@olimpico.biz               ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,RONALDOXX          ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,                                          ,   ,top                 ,"CN=S-Staff,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,S-1-5-21-3815044014-1894519165-1751113256-8715 ,{6a98c8f9-6a7b-49d9-804b-a28d018ba6da},cristianoxx.ronaldox,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131885317820904576,IOCDWTEST2\cristianoxx.ronaldox,cristianoxx.ronaldoxx@olimpico.biz               ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,cristianoxx.ronaldoxx
                ,          ,cristianoxx.ronaldoxx                        ,                ,           ,                    ,CristianoXX RONALDOXX                   ,"CN=cristianoxx.ronaldoxx,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                        ,              ,            ,                        ,CristianoXX         ,          ,                 ,        ,                       ,        ,cristianoxx.ronaldoxx@olimpico.biz               ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,RONALDOXX          ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,                                          ,   ,person              ,"CN=S-Staff,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,S-1-5-21-3815044014-1894519165-1751113256-8715 ,{6a98c8f9-6a7b-49d9-804b-a28d018ba6da},cristianoxx.ronaldox,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131885317820904576,IOCDWTEST2\cristianoxx.ronaldox,cristianoxx.ronaldoxx@olimpico.biz               ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,cristianoxx.ronaldoxx
                ,          ,cristianoxx.ronaldoxx                        ,                ,           ,                    ,CristianoXX RONALDOXX                   ,"CN=cristianoxx.ronaldoxx,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                        ,              ,            ,                        ,CristianoXX         ,          ,                 ,        ,                       ,        ,cristianoxx.ronaldoxx@olimpico.biz               ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,RONALDOXX          ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,                                          ,   ,organizationalPerson,"CN=S-Staff,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,S-1-5-21-3815044014-1894519165-1751113256-8715 ,{6a98c8f9-6a7b-49d9-804b-a28d018ba6da},cristianoxx.ronaldox,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131885317820904576,IOCDWTEST2\cristianoxx.ronaldox,cristianoxx.ronaldoxx@olimpico.biz               ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,cristianoxx.ronaldoxx
                ,          ,cristianoxx.ronaldoxx                        ,                ,           ,                    ,CristianoXX RONALDOXX                   ,"CN=cristianoxx.ronaldoxx,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                        ,              ,            ,                        ,CristianoXX         ,          ,                 ,        ,                       ,        ,cristianoxx.ronaldoxx@olimpico.biz               ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,RONALDOXX          ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,                                          ,   ,User                ,"CN=S-Staff,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,S-1-5-21-3815044014-1894519165-1751113256-8715 ,{6a98c8f9-6a7b-49d9-804b-a28d018ba6da},cristianoxx.ronaldox,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131885317820904576,IOCDWTEST2\cristianoxx.ronaldox,cristianoxx.ronaldoxx@olimpico.biz               ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,cristianoxx.ronaldoxx
                ,          ,cristianoxx.ronaldoxx                        ,                ,           ,                    ,CristianoXX RONALDOXX                   ,"CN=cristianoxx.ronaldoxx,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                        ,              ,            ,                        ,CristianoXX         ,          ,                 ,        ,                       ,        ,cristianoxx.ronaldoxx@olimpico.biz               ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,RONALDOXX          ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,                                          ,   ,top                 ,"CN=App-Citx-Users,OU=GroupsIOC,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                         ,S-1-5-21-3815044014-1894519165-1751113256-8715 ,{6a98c8f9-6a7b-49d9-804b-a28d018ba6da},cristianoxx.ronaldox,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131885317820904576,IOCDWTEST2\cristianoxx.ronaldox,cristianoxx.ronaldoxx@olimpico.biz               ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,cristianoxx.ronaldoxx
                ,          ,cristianoxx.ronaldoxx                        ,                ,           ,                    ,CristianoXX RONALDOXX                   ,"CN=cristianoxx.ronaldoxx,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                        ,              ,            ,                        ,CristianoXX         ,          ,                 ,        ,                       ,        ,cristianoxx.ronaldoxx@olimpico.biz               ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,RONALDOXX          ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,                                          ,   ,top                 ,"CN=Allowed RODC Password Replication Group,CN=Users,DC=iocdwtest2,DC=olimpico,DC=biz"                ,S-1-5-21-3815044014-1894519165-1751113256-8715 ,{6a98c8f9-6a7b-49d9-804b-a28d018ba6da},cristianoxx.ronaldox,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131885317820904576,IOCDWTEST2\cristianoxx.ronaldox,cristianoxx.ronaldoxx@olimpico.biz               ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,cristianoxx.ronaldoxx
                ,          ,woman.super                                  ,                ,           ,                    ,Woman SUPER                             ,"CN=woman.super,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,Woman               ,          ,                 ,        ,                       ,        ,woman.super@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,SUPER              ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,#N/A                                      ,   ,top                 ,"CN=S-Staff,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,S-1-5-21-3815044014-1894519165-1751113256-9612 ,{98ae63e9-71fe-4bd8-99f3-761c35266b90},CWSR                ,513           ,              ,Normal User Account   ,#N/A                                        ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131914133171216602,IOCDWTEST2\CWSR                ,woman.super@olimpico.biz                         ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,woman.super
                ,          ,woman.super                                  ,                ,           ,                    ,Woman SUPER                             ,"CN=woman.super,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,Woman               ,          ,                 ,        ,                       ,        ,woman.super@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,SUPER              ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,#N/A                                      ,   ,person              ,"CN=S-Staff,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,S-1-5-21-3815044014-1894519165-1751113256-9612 ,{98ae63e9-71fe-4bd8-99f3-761c35266b90},CWSR                ,513           ,              ,Normal User Account   ,#N/A                                        ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131914133171216602,IOCDWTEST2\CWSR                ,woman.super@olimpico.biz                         ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,woman.super
                ,          ,woman.super                                  ,                ,           ,                    ,Woman SUPER                             ,"CN=woman.super,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,Woman               ,          ,                 ,        ,                       ,        ,woman.super@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,SUPER              ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,#N/A                                      ,   ,organizationalPerson,"CN=S-Staff,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,S-1-5-21-3815044014-1894519165-1751113256-9612 ,{98ae63e9-71fe-4bd8-99f3-761c35266b90},CWSR                ,513           ,              ,Normal User Account   ,#N/A                                        ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131914133171216602,IOCDWTEST2\CWSR                ,woman.super@olimpico.biz                         ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,woman.super
                ,          ,woman.super                                  ,                ,           ,                    ,Woman SUPER                             ,"CN=woman.super,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,Woman               ,          ,                 ,        ,                       ,        ,woman.super@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,SUPER              ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,#N/A                                      ,   ,User                ,"CN=S-Staff,OU=GroupsOrg,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                                ,S-1-5-21-3815044014-1894519165-1751113256-9612 ,{98ae63e9-71fe-4bd8-99f3-761c35266b90},CWSR                ,513           ,              ,Normal User Account   ,#N/A                                        ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131914133171216602,IOCDWTEST2\CWSR                ,woman.super@olimpico.biz                         ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,woman.super
                ,          ,woman.super                                  ,                ,           ,                    ,Woman SUPER                             ,"CN=woman.super,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,Woman               ,          ,                 ,        ,                       ,        ,woman.super@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,SUPER              ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,#N/A                                      ,   ,top                 ,"CN=App-Citx-Users,OU=GroupsIOC,OU=ADGroups,DC=iocdwtest2,DC=olimpico,DC=biz"                         ,S-1-5-21-3815044014-1894519165-1751113256-9612 ,{98ae63e9-71fe-4bd8-99f3-761c35266b90},CWSR                ,513           ,              ,Normal User Account   ,#N/A                                        ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131914133171216602,IOCDWTEST2\CWSR                ,woman.super@olimpico.biz                         ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,woman.super
                ,          ,woman.super                                  ,                ,           ,                    ,Woman SUPER                             ,"CN=woman.super,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,Woman               ,          ,                 ,        ,                       ,        ,woman.super@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,en-GB            ,                 ,          ,         ,       ,SUPER              ,Route de Vidy 9 1001 Lausanne,                            ,                  ,                         ,           ,#N/A                                      ,   ,top                 ,"CN=Allowed RODC Password Replication Group,CN=Users,DC=iocdwtest2,DC=olimpico,DC=biz"                ,S-1-5-21-3815044014-1894519165-1751113256-9612 ,{98ae63e9-71fe-4bd8-99f3-761c35266b90},CWSR                ,513           ,              ,Normal User Account   ,#N/A                                        ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131914133171216602,IOCDWTEST2\CWSR                ,woman.super@olimpico.biz                         ,ITMS SA                       ,never                   ,  ,           ,                                                                                                                                     ,                            ,woman.super
                ,          ,David Finch                                  ,                ,           ,                    ,David Finch                             ,"CN=David Finch,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,David               ,62542429  ,                 ,        ,                       ,        ,david.finch@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Finch              ,                             ,                            ,                  ,                         ,           ,                                          ,   ,top                 ,                                                                                                      ,S-1-5-21-3815044014-1894519165-1751113256-6135 ,{a288b389-05ad-40f8-9cbd-c88c65d2b890},david.finch         ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131575480875881043,IOCDWTEST2\david.finch         ,david.finch@olimpico.biz                         ,                              ,never                   ,  ,           ,                                                                                                                                     ,                            ,David Finch
                ,          ,David Finch                                  ,                ,           ,                    ,David Finch                             ,"CN=David Finch,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,David               ,62542429  ,                 ,        ,                       ,        ,david.finch@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Finch              ,                             ,                            ,                  ,                         ,           ,                                          ,   ,person              ,                                                                                                      ,S-1-5-21-3815044014-1894519165-1751113256-6135 ,{a288b389-05ad-40f8-9cbd-c88c65d2b890},david.finch         ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131575480875881043,IOCDWTEST2\david.finch         ,david.finch@olimpico.biz                         ,                              ,never                   ,  ,           ,                                                                                                                                     ,                            ,David Finch
                ,          ,David Finch                                  ,                ,           ,                    ,David Finch                             ,"CN=David Finch,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,David               ,62542429  ,                 ,        ,                       ,        ,david.finch@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Finch              ,                             ,                            ,                  ,                         ,           ,                                          ,   ,organizationalPerson,                                                                                                      ,S-1-5-21-3815044014-1894519165-1751113256-6135 ,{a288b389-05ad-40f8-9cbd-c88c65d2b890},david.finch         ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131575480875881043,IOCDWTEST2\david.finch         ,david.finch@olimpico.biz                         ,                              ,never                   ,  ,           ,                                                                                                                                     ,                            ,David Finch
                ,          ,David Finch                                  ,                ,           ,                    ,David Finch                             ,"CN=David Finch,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                                  ,              ,            ,                        ,David               ,62542429  ,                 ,        ,                       ,        ,david.finch@olimpico.biz                         ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Finch              ,                             ,                            ,                  ,                         ,           ,                                          ,   ,User                ,                                                                                                      ,S-1-5-21-3815044014-1894519165-1751113256-6135 ,{a288b389-05ad-40f8-9cbd-c88c65d2b890},david.finch         ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131575480875881043,IOCDWTEST2\david.finch         ,david.finch@olimpico.biz                         ,                              ,never                   ,  ,           ,                                                                                                                                     ,                            ,David Finch
                ,          ,Frederic Hanhardt                            ,                ,           ,                    ,Frederic Hanhardt                       ,"CN=Frederic Hanhardt,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                            ,              ,            ,                        ,Frederic            ,          ,                 ,        ,                       ,        ,Frederic.Hanhardt@olimpico.biz                   ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Hanhardt           ,                             ,                            ,                  ,                         ,           ,                                          ,   ,top                 ,                                                                                                      ,S-1-5-21-3815044014-1894519165-1751113256-8658 ,{0ded73ae-d34e-44f2-938e-78df29aeb9ac},Frederic.Hanhardt   ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131848606735636136,IOCDWTEST2\Frederic.Hanhardt   ,Frederic.Hanhardt@olimpico.biz                   ,                              ,never                   ,  ,           ,                                                                                                                                     ,                            ,Frederic Hanhardt
                ,          ,Frederic Hanhardt                            ,                ,           ,                    ,Frederic Hanhardt                       ,"CN=Frederic Hanhardt,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                            ,              ,            ,                        ,Frederic            ,          ,                 ,        ,                       ,        ,Frederic.Hanhardt@olimpico.biz                   ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Hanhardt           ,                             ,                            ,                  ,                         ,           ,                                          ,   ,person              ,                                                                                                      ,S-1-5-21-3815044014-1894519165-1751113256-8658 ,{0ded73ae-d34e-44f2-938e-78df29aeb9ac},Frederic.Hanhardt   ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131848606735636136,IOCDWTEST2\Frederic.Hanhardt   ,Frederic.Hanhardt@olimpico.biz                   ,                              ,never                   ,  ,           ,                                                                                                                                     ,                            ,Frederic Hanhardt
                ,          ,Frederic Hanhardt                            ,                ,           ,                    ,Frederic Hanhardt                       ,"CN=Frederic Hanhardt,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                            ,              ,            ,                        ,Frederic            ,          ,                 ,        ,                       ,        ,Frederic.Hanhardt@olimpico.biz                   ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Hanhardt           ,                             ,                            ,                  ,                         ,           ,                                          ,   ,organizationalPerson,                                                                                                      ,S-1-5-21-3815044014-1894519165-1751113256-8658 ,{0ded73ae-d34e-44f2-938e-78df29aeb9ac},Frederic.Hanhardt   ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131848606735636136,IOCDWTEST2\Frederic.Hanhardt   ,Frederic.Hanhardt@olimpico.biz                   ,                              ,never                   ,  ,           ,                                                                                                                                     ,                            ,Frederic Hanhardt
                ,          ,Frederic Hanhardt                            ,                ,           ,                    ,Frederic Hanhardt                       ,"CN=Frederic Hanhardt,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                            ,              ,            ,                        ,Frederic            ,          ,                 ,        ,                       ,        ,Frederic.Hanhardt@olimpico.biz                   ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Hanhardt           ,                             ,                            ,                  ,                         ,           ,                                          ,   ,User                ,                                                                                                      ,S-1-5-21-3815044014-1894519165-1751113256-8658 ,{0ded73ae-d34e-44f2-938e-78df29aeb9ac},Frederic.Hanhardt   ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131848606735636136,IOCDWTEST2\Frederic.Hanhardt   ,Frederic.Hanhardt@olimpico.biz                   ,                              ,never                   ,  ,           ,                                                                                                                                     ,                            ,Frederic Hanhardt
                ,          ,Georgiana Ionascu                            ,                ,           ,                    ,Georgiana Ionascu                       ,"CN=Georgiana Ionascu,OU=UsersIOC,OU=ADUsers,DC=iocdwtest2,DC=olimpico,DC=biz"                            ,              ,            ,                        ,Georgiana           ,          ,                 ,        ,                       ,        ,georgiana.ionascu@olimpico.biz                   ,                                                                                             ,                 , ,  ,     ,                          ,                ,             ,          ,                       ,                 ,                 ,          ,         ,       ,Ionascu            ,                             ,                            ,                  ,                         ,           ,                                          ,   ,top                 ,"CN=Administrators,CN=Builtin,DC=iocdwtest2,DC=olimpico,DC=biz"                                       ,S-1-5-21-3815044014-1894519165-1751113256-8664 ,{6891a9a7-d490-4969-8d41-34059c8f5018},georgiana.ionascu   ,513           ,              ,Normal User Account   ,                                            ,                    ,                   ,Not Set        ,                      ,                       ,            ,       ,                          ,                    ,          ,             ,          ,                ,131928027032764463,IOCDWTEST2\georgiana.ionascu   ,georgiana.ionascu@olimpico.biz                   ,                              ,never                   ,  ,           ,SMTP:georgiana.ionascu@olimpico.biz                                                                                                  ,                            ,Georgiana Ionascu
